profile,mem_init,mem_max,cpu
adblockplus,150.0,224.0,11.2
adblockplus,152.0,,29.2
adblockplus,152.0,,13.6
adblockplus,153.0,236.0,31.7
adblockplus,153.0,,20.2
adblockplus,153.0,,10.2
adblockplus,154.0,301.0,12.0
adblockplus,155.0,254.0,23.9
adblockplus,155.0,,26.8
adblockplus,155.0,,15.1
adblockplus,156.0,278.0,18.3
adblockplus,156.0,317.0,22.5
adblockplus,156.0,,19.0
adblockplus,156.0,,17.9
adblockplus,156.0,,6.2
adblockplus,156.0,,10.6
adblockplus,156.0,,7.3
adblockplus,157.0,244.0,15.9
adblockplus,157.0,,11.2
adblockplus,157.0,,8.2
adblockplus,157.0,,16.8
adblockplus,157.0,,12.5
adblockplus,157.0,,27.1
adblockplus,157.0,,18.8
adblockplus,158.0,209.0,26.0
adblockplus,158.0,278.0,14.6
adblockplus,158.0,,10.2
adblockplus,158.0,,17.7
adblockplus,158.0,,28.8
adblockplus,159.0,,19.0
adblockplus,159.0,,32.4
adblockplus,160.0,195.0,9.2
adblockplus,160.0,197.0,19.2
adblockplus,160.0,,11.0
adblockplus,161.0,232.0,16.0
adblockplus,161.0,357.0,16.5
adblockplus,161.0,,13.7
adblockplus,162.0,239.0,16.5
adblockplus,162.0,,30.0
adblockplus,163.0,248.0,20.7
adblockplus,163.0,,30.4
adblockplus,163.0,,26.0
adblockplus,164.0,,20.7
adblockplus,164.0,,19.4
adblockplus,164.0,,25.5
adblockplus,165.0,,22.9
adblockplus,166.0,,17.0
adblockplus,167.0,357.0,9.0
adblockplus,167.0,,13.7
adblockplus,167.0,,23.4
adblockplus,168.0,251.0,18.0
adblockplus,168.0,,11.2
adblockplus,168.0,,31.7
adblockplus,169.0,,11.5
adblockplus,170.0,241.0,22.4
adblockplus,170.0,,28.0
adblockplus,171.0,,23.7
adblockplus,171.0,,16.5
adblockplus,172.0,222.0,17.1
adblockplus,172.0,296.0,10.9
adblockplus,172.0,,18.8
adblockplus,172.0,,10.2
adblockplus,172.0,,26.9
adblockplus,172.0,,14.1
adblockplus,172.0,,7.8
adblockplus,174.0,,19.0
adblockplus,175.0,207.0,18.5
adblockplus,175.0,301.0,20.2
adblockplus,175.0,,16.7
adblockplus,176.0,209.0,15.9
adblockplus,176.0,,14.5
adblockplus,177.0,297.0,19.3
adblockplus,177.0,327.0,12.0
adblockplus,177.0,,20.3
adblockplus,177.0,,12.6
adblockplus,177.0,,5.7
adblockplus,177.0,,13.4
adblockplus,177.0,,12.8
adblockplus,178.0,,13.0
adblockplus,178.0,,30.3
adblockplus,179.0,,15.2
adblockplus,180.0,336.0,19.1
adblockplus,180.0,,13.3
adblockplus,180.0,,21.2
adblockplus,180.0,,9.2
adblockplus,180.0,,6.9
adblockplus,180.0,,26.0
adblockplus,181.0,319.0,16.3
adblockplus,181.0,,19.8
adblockplus,181.0,,13.1
adblockplus,181.0,,17.3
adblockplus,182.0,328.0,28.2
adblockplus,182.0,330.0,11.1
adblockplus,182.0,,20.1
adblockplus,182.0,,19.9
adblockplus,182.0,,26.2
adblockplus,182.0,,16.6
adblockplus,183.0,300.0,17.7
adblockplus,183.0,329.0,18.3
adblockplus,183.0,350.0,7.3
adblockplus,183.0,,20.3
adblockplus,183.0,,18.2
adblockplus,183.0,,8.7
adblockplus,183.0,,6.8
adblockplus,183.0,,19.0
adblockplus,183.0,,14.2
adblockplus,183.0,,15.4
adblockplus,184.0,334.0,26.6
adblockplus,184.0,378.0,8.6
adblockplus,184.0,,14.7
adblockplus,184.0,,14.8
adblockplus,184.0,,14.9
adblockplus,184.0,,20.7
adblockplus,184.0,,25.8
adblockplus,184.0,,25.5
adblockplus,185.0,0.0,13.5
adblockplus,185.0,311.0,13.0
adblockplus,185.0,321.0,9.2
adblockplus,185.0,336.0,27.9
adblockplus,185.0,343.0,14.4
adblockplus,185.0,,27.2
adblockplus,185.0,,7.4
adblockplus,185.0,,18.4
adblockplus,185.0,,31.9
adblockplus,185.0,,22.7
adblockplus,185.0,,23.6
adblockplus,185.0,,9.2
adblockplus,185.0,,21.2
adblockplus,185.0,,18.3
adblockplus,185.0,,8.8
adblockplus,185.0,,17.6
adblockplus,186.0,280.0,11.7
adblockplus,186.0,300.0,16.1
adblockplus,186.0,310.0,15.9
adblockplus,186.0,324.0,12.9
adblockplus,186.0,,12.9
adblockplus,186.0,,26.3
adblockplus,186.0,,12.5
adblockplus,186.0,,17.0
adblockplus,186.0,,11.0
adblockplus,186.0,,22.8
adblockplus,186.0,,13.0
adblockplus,186.0,,27.8
adblockplus,186.0,,12.3
adblockplus,186.0,,26.6
adblockplus,186.0,,20.7
adblockplus,186.0,,29.5
adblockplus,186.0,,14.6
adblockplus,186.0,,8.1
adblockplus,187.0,302.0,22.7
adblockplus,187.0,326.0,14.4
adblockplus,187.0,340.0,14.7
adblockplus,187.0,365.0,14.3
adblockplus,187.0,424.0,23.8
adblockplus,187.0,442.0,15.1
adblockplus,187.0,,17.8
adblockplus,187.0,,15.0
adblockplus,187.0,,19.6
adblockplus,187.0,,13.9
adblockplus,187.0,,17.9
adblockplus,187.0,,11.2
adblockplus,187.0,,17.2
adblockplus,187.0,,22.8
adblockplus,187.0,,10.3
adblockplus,187.0,,14.9
adblockplus,187.0,,11.4
adblockplus,187.0,,13.3
adblockplus,187.0,,30.4
adblockplus,187.0,,21.3
adblockplus,187.0,,16.3
adblockplus,187.0,,17.5
adblockplus,187.0,,24.7
adblockplus,187.0,,21.5
adblockplus,187.0,,15.7
adblockplus,188.0,277.0,20.5
adblockplus,188.0,294.0,20.9
adblockplus,188.0,297.0,22.9
adblockplus,188.0,306.0,16.7
adblockplus,188.0,314.0,7.4
adblockplus,188.0,320.0,24.4
adblockplus,188.0,344.0,21.8
adblockplus,188.0,364.0,13.8
adblockplus,188.0,365.0,12.9
adblockplus,188.0,391.0,31.4
adblockplus,188.0,,19.6
adblockplus,188.0,,28.0
adblockplus,188.0,,27.1
adblockplus,188.0,,20.7
adblockplus,188.0,,18.2
adblockplus,188.0,,7.1
adblockplus,188.0,,16.7
adblockplus,188.0,,12.0
adblockplus,188.0,,3.9
adblockplus,188.0,,15.2
adblockplus,188.0,,21.1
adblockplus,188.0,,31.0
adblockplus,188.0,,26.9
adblockplus,188.0,,21.5
adblockplus,188.0,,11.1
adblockplus,188.0,,15.5
adblockplus,188.0,,7.7
adblockplus,188.0,,10.7
adblockplus,188.0,,8.7
adblockplus,188.0,,9.9
adblockplus,188.0,,21.2
adblockplus,188.0,,26.8
adblockplus,188.0,,10.6
adblockplus,188.0,,29.3
adblockplus,188.0,,13.4
adblockplus,189.0,288.0,23.6
adblockplus,189.0,308.0,11.6
adblockplus,189.0,311.0,31.5
adblockplus,189.0,319.0,13.6
adblockplus,189.0,324.0,19.3
adblockplus,189.0,344.0,13.9
adblockplus,189.0,400.0,14.7
adblockplus,189.0,,13.9
adblockplus,189.0,,14.4
adblockplus,189.0,,15.7
adblockplus,189.0,,17.6
adblockplus,189.0,,11.4
adblockplus,189.0,,19.8
adblockplus,189.0,,4.2
adblockplus,189.0,,9.2
adblockplus,189.0,,16.8
adblockplus,189.0,,34.0
adblockplus,189.0,,16.7
adblockplus,189.0,,13.9
adblockplus,189.0,,11.6
adblockplus,189.0,,23.5
adblockplus,189.0,,20.5
adblockplus,189.0,,16.3
adblockplus,189.0,,19.1
adblockplus,190.0,295.0,35.9
adblockplus,190.0,301.0,13.4
adblockplus,190.0,306.0,23.8
adblockplus,190.0,314.0,19.4
adblockplus,190.0,319.0,14.8
adblockplus,190.0,321.0,4.3
adblockplus,190.0,341.0,13.3
adblockplus,190.0,348.0,19.6
adblockplus,190.0,351.0,33.4
adblockplus,190.0,379.0,17.5
adblockplus,190.0,379.0,28.2
adblockplus,190.0,416.0,15.9
adblockplus,190.0,,19.0
adblockplus,190.0,,23.7
adblockplus,190.0,,12.1
adblockplus,190.0,,19.9
adblockplus,190.0,,17.8
adblockplus,190.0,,39.3
adblockplus,190.0,,22.0
adblockplus,190.0,,16.0
adblockplus,190.0,,17.5
adblockplus,190.0,,18.2
adblockplus,190.0,,16.9
adblockplus,190.0,,14.1
adblockplus,190.0,,9.1
adblockplus,190.0,,12.2
adblockplus,190.0,,4.7
adblockplus,190.0,,20.2
adblockplus,190.0,,12.6
adblockplus,190.0,,9.0
adblockplus,190.0,,10.5
adblockplus,190.0,,10.6
adblockplus,190.0,,24.6
adblockplus,190.0,,16.3
adblockplus,190.0,,11.4
adblockplus,190.0,,10.5
adblockplus,190.0,,10.7
adblockplus,190.0,,9.0
adblockplus,190.0,,31.4
adblockplus,190.0,,18.8
adblockplus,190.0,,17.4
adblockplus,190.0,,19.9
adblockplus,190.0,,6.7
adblockplus,191.0,300.0,5.4
adblockplus,191.0,301.0,10.7
adblockplus,191.0,313.0,24.4
adblockplus,191.0,313.0,17.4
adblockplus,191.0,322.0,16.6
adblockplus,191.0,323.0,24.8
adblockplus,191.0,342.0,29.1
adblockplus,191.0,343.0,24.6
adblockplus,191.0,353.0,29.3
adblockplus,191.0,410.0,24.2
adblockplus,191.0,,13.3
adblockplus,191.0,,23.8
adblockplus,191.0,,20.0
adblockplus,191.0,,31.0
adblockplus,191.0,,7.2
adblockplus,191.0,,22.3
adblockplus,191.0,,30.2
adblockplus,191.0,,14.3
adblockplus,191.0,,23.1
adblockplus,191.0,,18.6
adblockplus,191.0,,22.1
adblockplus,191.0,,26.5
adblockplus,191.0,,24.0
adblockplus,191.0,,15.2
adblockplus,191.0,,22.6
adblockplus,191.0,,27.7
adblockplus,191.0,,23.7
adblockplus,191.0,,10.9
adblockplus,191.0,,8.0
adblockplus,191.0,,23.0
adblockplus,191.0,,19.9
adblockplus,191.0,,37.1
adblockplus,191.0,,30.3
adblockplus,191.0,,10.2
adblockplus,191.0,,11.0
adblockplus,191.0,,15.9
adblockplus,191.0,,19.3
adblockplus,191.0,,4.0
adblockplus,191.0,,17.6
adblockplus,191.0,,7.9
adblockplus,191.0,,16.4
adblockplus,191.0,,20.1
adblockplus,191.0,,11.2
adblockplus,191.0,,34.8
adblockplus,191.0,,12.8
adblockplus,191.0,,11.8
adblockplus,191.0,,16.0
adblockplus,192.0,285.0,14.5
adblockplus,192.0,290.0,20.4
adblockplus,192.0,314.0,20.4
adblockplus,192.0,317.0,11.5
adblockplus,192.0,319.0,16.8
adblockplus,192.0,323.0,14.2
adblockplus,192.0,325.0,17.4
adblockplus,192.0,347.0,7.5
adblockplus,192.0,351.0,16.6
adblockplus,192.0,354.0,24.9
adblockplus,192.0,363.0,15.4
adblockplus,192.0,378.0,14.3
adblockplus,192.0,390.0,12.3
adblockplus,192.0,,11.9
adblockplus,192.0,,18.1
adblockplus,192.0,,11.9
adblockplus,192.0,,6.8
adblockplus,192.0,,18.2
adblockplus,192.0,,21.1
adblockplus,192.0,,17.5
adblockplus,192.0,,14.9
adblockplus,192.0,,29.8
adblockplus,192.0,,18.5
adblockplus,192.0,,20.6
adblockplus,192.0,,23.5
adblockplus,192.0,,8.9
adblockplus,192.0,,16.2
adblockplus,192.0,,19.5
adblockplus,192.0,,35.8
adblockplus,192.0,,17.6
adblockplus,192.0,,13.9
adblockplus,192.0,,15.9
adblockplus,192.0,,20.0
adblockplus,192.0,,28.7
adblockplus,192.0,,26.9
adblockplus,192.0,,16.1
adblockplus,192.0,,15.1
adblockplus,192.0,,20.3
adblockplus,192.0,,18.9
adblockplus,192.0,,16.8
adblockplus,192.0,,16.2
adblockplus,192.0,,12.4
adblockplus,192.0,,13.7
adblockplus,192.0,,5.7
adblockplus,192.0,,18.1
adblockplus,192.0,,11.4
adblockplus,193.0,283.0,24.9
adblockplus,193.0,288.0,16.9
adblockplus,193.0,302.0,12.5
adblockplus,193.0,315.0,18.6
adblockplus,193.0,319.0,17.2
adblockplus,193.0,320.0,20.2
adblockplus,193.0,342.0,15.9
adblockplus,193.0,345.0,17.5
adblockplus,193.0,353.0,20.8
adblockplus,193.0,360.0,22.6
adblockplus,193.0,367.0,25.0
adblockplus,193.0,373.0,18.0
adblockplus,193.0,,12.4
adblockplus,193.0,,22.2
adblockplus,193.0,,16.5
adblockplus,193.0,,24.6
adblockplus,193.0,,12.4
adblockplus,193.0,,17.3
adblockplus,193.0,,12.8
adblockplus,193.0,,24.1
adblockplus,193.0,,16.5
adblockplus,193.0,,12.4
adblockplus,193.0,,13.1
adblockplus,193.0,,14.2
adblockplus,193.0,,24.3
adblockplus,193.0,,23.7
adblockplus,193.0,,17.0
adblockplus,193.0,,11.5
adblockplus,193.0,,25.0
adblockplus,193.0,,14.3
adblockplus,193.0,,6.0
adblockplus,193.0,,14.4
adblockplus,193.0,,28.2
adblockplus,193.0,,5.6
adblockplus,193.0,,18.6
adblockplus,193.0,,17.7
adblockplus,193.0,,22.0
adblockplus,193.0,,27.7
adblockplus,193.0,,15.9
adblockplus,193.0,,30.1
adblockplus,193.0,,17.0
adblockplus,193.0,,17.8
adblockplus,193.0,,14.6
adblockplus,193.0,,22.7
adblockplus,193.0,,28.1
adblockplus,193.0,,14.8
adblockplus,193.0,,16.5
adblockplus,193.0,,17.0
adblockplus,193.0,,30.5
adblockplus,193.0,,12.0
adblockplus,193.0,,16.6
adblockplus,193.0,,29.6
adblockplus,193.0,,12.0
adblockplus,194.0,290.0,29.1
adblockplus,194.0,301.0,10.1
adblockplus,194.0,309.0,12.6
adblockplus,194.0,310.0,16.6
adblockplus,194.0,311.0,21.7
adblockplus,194.0,314.0,11.8
adblockplus,194.0,323.0,16.9
adblockplus,194.0,323.0,16.5
adblockplus,194.0,323.0,18.6
adblockplus,194.0,324.0,26.7
adblockplus,194.0,327.0,27.1
adblockplus,194.0,328.0,18.1
adblockplus,194.0,333.0,26.6
adblockplus,194.0,342.0,8.4
adblockplus,194.0,348.0,22.4
adblockplus,194.0,351.0,15.2
adblockplus,194.0,372.0,22.5
adblockplus,194.0,395.0,10.4
adblockplus,194.0,438.0,24.6
adblockplus,194.0,,12.4
adblockplus,194.0,,18.1
adblockplus,194.0,,15.4
adblockplus,194.0,,13.4
adblockplus,194.0,,13.3
adblockplus,194.0,,14.4
adblockplus,194.0,,20.0
adblockplus,194.0,,15.7
adblockplus,194.0,,15.2
adblockplus,194.0,,14.9
adblockplus,194.0,,17.0
adblockplus,194.0,,22.4
adblockplus,194.0,,9.6
adblockplus,194.0,,38.8
adblockplus,194.0,,11.9
adblockplus,194.0,,16.2
adblockplus,194.0,,17.8
adblockplus,194.0,,10.4
adblockplus,194.0,,36.4
adblockplus,194.0,,18.2
adblockplus,194.0,,4.1
adblockplus,194.0,,16.9
adblockplus,194.0,,28.3
adblockplus,194.0,,21.5
adblockplus,194.0,,17.4
adblockplus,194.0,,11.0
adblockplus,194.0,,11.8
adblockplus,194.0,,25.1
adblockplus,194.0,,13.5
adblockplus,194.0,,9.1
adblockplus,194.0,,15.9
adblockplus,194.0,,22.7
adblockplus,194.0,,19.8
adblockplus,194.0,,20.9
adblockplus,194.0,,41.0
adblockplus,194.0,,10.3
adblockplus,194.0,,16.0
adblockplus,194.0,,12.1
adblockplus,194.0,,16.6
adblockplus,194.0,,11.0
adblockplus,194.0,,10.2
adblockplus,194.0,,21.0
adblockplus,194.0,,25.1
adblockplus,194.0,,22.9
adblockplus,194.0,,16.2
adblockplus,194.0,,24.2
adblockplus,194.0,,37.6
adblockplus,195.0,288.0,12.5
adblockplus,195.0,297.0,4.4
adblockplus,195.0,302.0,23.6
adblockplus,195.0,304.0,10.0
adblockplus,195.0,306.0,18.1
adblockplus,195.0,306.0,14.8
adblockplus,195.0,321.0,28.5
adblockplus,195.0,329.0,23.1
adblockplus,195.0,336.0,5.0
adblockplus,195.0,349.0,26.6
adblockplus,195.0,350.0,16.5
adblockplus,195.0,352.0,8.0
adblockplus,195.0,353.0,12.0
adblockplus,195.0,362.0,14.0
adblockplus,195.0,386.0,14.8
adblockplus,195.0,387.0,8.3
adblockplus,195.0,388.0,21.4
adblockplus,195.0,,17.0
adblockplus,195.0,,15.4
adblockplus,195.0,,5.9
adblockplus,195.0,,11.4
adblockplus,195.0,,21.4
adblockplus,195.0,,13.8
adblockplus,195.0,,21.2
adblockplus,195.0,,14.2
adblockplus,195.0,,24.4
adblockplus,195.0,,12.5
adblockplus,195.0,,21.4
adblockplus,195.0,,16.2
adblockplus,195.0,,16.0
adblockplus,195.0,,21.7
adblockplus,195.0,,9.1
adblockplus,195.0,,15.8
adblockplus,195.0,,29.5
adblockplus,195.0,,10.9
adblockplus,195.0,,10.4
adblockplus,195.0,,28.5
adblockplus,195.0,,14.9
adblockplus,195.0,,12.3
adblockplus,195.0,,10.3
adblockplus,195.0,,21.4
adblockplus,195.0,,15.9
adblockplus,195.0,,6.8
adblockplus,195.0,,16.9
adblockplus,195.0,,31.8
adblockplus,195.0,,17.7
adblockplus,195.0,,17.6
adblockplus,195.0,,17.9
adblockplus,195.0,,6.9
adblockplus,195.0,,17.5
adblockplus,195.0,,43.6
adblockplus,195.0,,19.9
adblockplus,195.0,,23.5
adblockplus,195.0,,11.2
adblockplus,195.0,,11.1
adblockplus,196.0,285.0,29.0
adblockplus,196.0,288.0,11.1
adblockplus,196.0,289.0,19.0
adblockplus,196.0,291.0,8.5
adblockplus,196.0,309.0,24.9
adblockplus,196.0,315.0,13.9
adblockplus,196.0,317.0,11.0
adblockplus,196.0,330.0,17.5
adblockplus,196.0,333.0,28.2
adblockplus,196.0,344.0,11.2
adblockplus,196.0,367.0,20.0
adblockplus,196.0,369.0,15.6
adblockplus,196.0,399.0,19.2
adblockplus,196.0,415.0,14.6
adblockplus,196.0,426.0,13.0
adblockplus,196.0,447.0,24.4
adblockplus,196.0,463.0,20.4
adblockplus,196.0,,13.6
adblockplus,196.0,,19.8
adblockplus,196.0,,20.6
adblockplus,196.0,,24.9
adblockplus,196.0,,24.5
adblockplus,196.0,,19.1
adblockplus,196.0,,9.6
adblockplus,196.0,,4.7
adblockplus,196.0,,14.3
adblockplus,196.0,,10.4
adblockplus,196.0,,13.0
adblockplus,196.0,,23.8
adblockplus,196.0,,15.4
adblockplus,196.0,,25.5
adblockplus,196.0,,30.8
adblockplus,196.0,,39.4
adblockplus,196.0,,25.1
adblockplus,196.0,,18.2
adblockplus,196.0,,24.3
adblockplus,196.0,,24.2
adblockplus,196.0,,21.6
adblockplus,196.0,,31.4
adblockplus,196.0,,7.1
adblockplus,196.0,,17.5
adblockplus,196.0,,10.3
adblockplus,196.0,,18.5
adblockplus,196.0,,8.6
adblockplus,196.0,,15.5
adblockplus,196.0,,20.1
adblockplus,196.0,,13.3
adblockplus,196.0,,23.2
adblockplus,196.0,,14.8
adblockplus,196.0,,10.1
adblockplus,196.0,,19.1
adblockplus,196.0,,14.9
adblockplus,196.0,,18.3
adblockplus,196.0,,16.9
adblockplus,196.0,,11.7
adblockplus,196.0,,15.7
adblockplus,196.0,,11.1
adblockplus,196.0,,23.4
adblockplus,196.0,,24.1
adblockplus,196.0,,15.1
adblockplus,196.0,,27.4
adblockplus,196.0,,7.3
adblockplus,197.0,305.0,24.8
adblockplus,197.0,306.0,12.6
adblockplus,197.0,321.0,12.9
adblockplus,197.0,329.0,14.3
adblockplus,197.0,347.0,21.5
adblockplus,197.0,348.0,35.4
adblockplus,197.0,351.0,6.5
adblockplus,197.0,352.0,10.9
adblockplus,197.0,358.0,22.1
adblockplus,197.0,358.0,20.3
adblockplus,197.0,358.0,19.0
adblockplus,197.0,361.0,12.2
adblockplus,197.0,365.0,16.7
adblockplus,197.0,366.0,24.9
adblockplus,197.0,380.0,20.3
adblockplus,197.0,383.0,14.7
adblockplus,197.0,384.0,15.3
adblockplus,197.0,385.0,22.4
adblockplus,197.0,399.0,14.8
adblockplus,197.0,401.0,7.7
adblockplus,197.0,405.0,25.2
adblockplus,197.0,410.0,10.7
adblockplus,197.0,,6.4
adblockplus,197.0,,19.9
adblockplus,197.0,,22.9
adblockplus,197.0,,7.9
adblockplus,197.0,,20.2
adblockplus,197.0,,11.8
adblockplus,197.0,,28.9
adblockplus,197.0,,17.7
adblockplus,197.0,,14.8
adblockplus,197.0,,31.9
adblockplus,197.0,,10.0
adblockplus,197.0,,22.4
adblockplus,197.0,,35.5
adblockplus,197.0,,25.7
adblockplus,197.0,,13.7
adblockplus,197.0,,22.2
adblockplus,197.0,,16.2
adblockplus,197.0,,6.2
adblockplus,197.0,,17.1
adblockplus,197.0,,26.1
adblockplus,197.0,,10.2
adblockplus,197.0,,19.9
adblockplus,197.0,,26.4
adblockplus,197.0,,17.2
adblockplus,197.0,,15.3
adblockplus,197.0,,5.5
adblockplus,197.0,,22.3
adblockplus,197.0,,13.9
adblockplus,197.0,,12.1
adblockplus,197.0,,16.3
adblockplus,197.0,,14.6
adblockplus,197.0,,31.1
adblockplus,197.0,,21.8
adblockplus,197.0,,15.9
adblockplus,197.0,,12.2
adblockplus,197.0,,14.9
adblockplus,197.0,,23.3
adblockplus,197.0,,23.1
adblockplus,197.0,,16.7
adblockplus,197.0,,15.6
adblockplus,197.0,,16.1
adblockplus,197.0,,13.5
adblockplus,197.0,,14.6
adblockplus,197.0,,18.4
adblockplus,197.0,,13.9
adblockplus,197.0,,13.5
adblockplus,197.0,,7.0
adblockplus,197.0,,9.7
adblockplus,197.0,,15.1
adblockplus,197.0,,23.6
adblockplus,198.0,304.0,19.9
adblockplus,198.0,307.0,15.6
adblockplus,198.0,317.0,32.5
adblockplus,198.0,318.0,8.7
adblockplus,198.0,319.0,12.9
adblockplus,198.0,319.0,22.1
adblockplus,198.0,320.0,23.1
adblockplus,198.0,326.0,22.5
adblockplus,198.0,332.0,12.9
adblockplus,198.0,335.0,16.7
adblockplus,198.0,341.0,13.0
adblockplus,198.0,343.0,29.6
adblockplus,198.0,355.0,23.1
adblockplus,198.0,358.0,20.0
adblockplus,198.0,365.0,14.1
adblockplus,198.0,369.0,15.7
adblockplus,198.0,379.0,17.6
adblockplus,198.0,385.0,11.0
adblockplus,198.0,390.0,10.7
adblockplus,198.0,399.0,26.3
adblockplus,198.0,401.0,16.1
adblockplus,198.0,408.0,9.6
adblockplus,198.0,433.0,23.5
adblockplus,198.0,479.0,16.2
adblockplus,198.0,,16.5
adblockplus,198.0,,15.9
adblockplus,198.0,,13.8
adblockplus,198.0,,12.5
adblockplus,198.0,,5.2
adblockplus,198.0,,14.6
adblockplus,198.0,,32.9
adblockplus,198.0,,14.8
adblockplus,198.0,,16.3
adblockplus,198.0,,13.1
adblockplus,198.0,,12.1
adblockplus,198.0,,18.6
adblockplus,198.0,,15.1
adblockplus,198.0,,12.5
adblockplus,198.0,,18.4
adblockplus,198.0,,14.4
adblockplus,198.0,,21.0
adblockplus,198.0,,10.5
adblockplus,198.0,,11.6
adblockplus,198.0,,22.5
adblockplus,198.0,,25.6
adblockplus,198.0,,15.5
adblockplus,198.0,,8.4
adblockplus,198.0,,32.0
adblockplus,198.0,,25.7
adblockplus,198.0,,15.2
adblockplus,198.0,,16.9
adblockplus,198.0,,23.0
adblockplus,198.0,,16.6
adblockplus,198.0,,10.4
adblockplus,198.0,,16.7
adblockplus,198.0,,20.0
adblockplus,198.0,,29.6
adblockplus,198.0,,20.6
adblockplus,198.0,,12.2
adblockplus,198.0,,12.8
adblockplus,198.0,,22.0
adblockplus,198.0,,11.1
adblockplus,198.0,,8.8
adblockplus,198.0,,18.1
adblockplus,198.0,,40.8
adblockplus,198.0,,33.4
adblockplus,198.0,,18.7
adblockplus,198.0,,14.8
adblockplus,198.0,,16.6
adblockplus,199.0,291.0,14.1
adblockplus,199.0,296.0,15.4
adblockplus,199.0,300.0,11.9
adblockplus,199.0,303.0,20.0
adblockplus,199.0,311.0,13.9
adblockplus,199.0,312.0,18.7
adblockplus,199.0,312.0,31.9
adblockplus,199.0,313.0,24.9
adblockplus,199.0,317.0,12.9
adblockplus,199.0,319.0,21.9
adblockplus,199.0,324.0,13.9
adblockplus,199.0,326.0,20.4
adblockplus,199.0,326.0,7.8
adblockplus,199.0,328.0,16.3
adblockplus,199.0,340.0,9.6
adblockplus,199.0,348.0,12.8
adblockplus,199.0,350.0,20.3
adblockplus,199.0,358.0,28.3
adblockplus,199.0,364.0,21.2
adblockplus,199.0,412.0,17.2
adblockplus,199.0,,19.3
adblockplus,199.0,,20.2
adblockplus,199.0,,23.1
adblockplus,199.0,,11.9
adblockplus,199.0,,31.0
adblockplus,199.0,,10.0
adblockplus,199.0,,14.8
adblockplus,199.0,,20.4
adblockplus,199.0,,12.5
adblockplus,199.0,,27.8
adblockplus,199.0,,28.2
adblockplus,199.0,,28.8
adblockplus,199.0,,22.5
adblockplus,199.0,,15.5
adblockplus,199.0,,23.0
adblockplus,199.0,,19.0
adblockplus,199.0,,20.2
adblockplus,199.0,,23.3
adblockplus,199.0,,13.1
adblockplus,199.0,,27.9
adblockplus,199.0,,28.9
adblockplus,199.0,,16.9
adblockplus,199.0,,6.6
adblockplus,199.0,,15.6
adblockplus,199.0,,8.6
adblockplus,199.0,,20.8
adblockplus,199.0,,18.5
adblockplus,199.0,,14.2
adblockplus,199.0,,17.6
adblockplus,199.0,,17.9
adblockplus,199.0,,20.3
adblockplus,199.0,,17.5
adblockplus,199.0,,18.8
adblockplus,199.0,,23.8
adblockplus,199.0,,34.1
adblockplus,199.0,,13.5
adblockplus,199.0,,22.9
adblockplus,199.0,,20.8
adblockplus,199.0,,30.2
adblockplus,199.0,,6.8
adblockplus,199.0,,28.2
adblockplus,199.0,,12.3
adblockplus,199.0,,29.0
adblockplus,199.0,,12.6
adblockplus,199.0,,16.3
adblockplus,199.0,,15.8
adblockplus,199.0,,14.0
adblockplus,199.0,,16.0
adblockplus,199.0,,26.4
adblockplus,199.0,,15.6
adblockplus,199.0,,16.5
adblockplus,199.0,,15.1
adblockplus,199.0,,24.1
adblockplus,199.0,,17.6
adblockplus,199.0,,8.4
adblockplus,199.0,,21.1
adblockplus,199.0,,5.5
adblockplus,199.0,,9.6
adblockplus,199.0,,9.8
adblockplus,199.0,,15.4
adblockplus,199.0,,17.5
adblockplus,199.0,,9.5
adblockplus,199.0,,26.1
adblockplus,199.0,,43.2
adblockplus,199.0,,17.7
adblockplus,199.0,,16.7
adblockplus,199.0,,11.6
adblockplus,199.0,,22.9
adblockplus,199.0,,21.1
adblockplus,199.0,,3.7
adblockplus,199.0,,15.1
adblockplus,199.0,,9.6
adblockplus,199.0,,11.0
adblockplus,200.0,289.0,9.0
adblockplus,200.0,291.0,7.1
adblockplus,200.0,299.0,25.7
adblockplus,200.0,308.0,8.3
adblockplus,200.0,308.0,20.1
adblockplus,200.0,312.0,15.9
adblockplus,200.0,312.0,11.2
adblockplus,200.0,314.0,20.7
adblockplus,200.0,327.0,13.3
adblockplus,200.0,330.0,26.2
adblockplus,200.0,334.0,17.8
adblockplus,200.0,334.0,10.9
adblockplus,200.0,336.0,30.2
adblockplus,200.0,348.0,23.1
adblockplus,200.0,349.0,21.9
adblockplus,200.0,364.0,21.1
adblockplus,200.0,367.0,4.8
adblockplus,200.0,390.0,36.4
adblockplus,200.0,398.0,31.8
adblockplus,200.0,,16.6
adblockplus,200.0,,12.7
adblockplus,200.0,,19.0
adblockplus,200.0,,30.4
adblockplus,200.0,,18.6
adblockplus,200.0,,20.6
adblockplus,200.0,,29.6
adblockplus,200.0,,13.7
adblockplus,200.0,,17.4
adblockplus,200.0,,26.2
adblockplus,200.0,,6.7
adblockplus,200.0,,6.0
adblockplus,200.0,,37.3
adblockplus,200.0,,36.7
adblockplus,200.0,,43.6
adblockplus,200.0,,38.1
adblockplus,200.0,,26.5
adblockplus,200.0,,10.9
adblockplus,200.0,,18.6
adblockplus,200.0,,12.3
adblockplus,200.0,,14.2
adblockplus,200.0,,5.8
adblockplus,200.0,,10.7
adblockplus,200.0,,26.1
